q1,q2,q3,q4,q5,x,y,z,1
0.0,2.676171519724639,3.6651914291880923,0.0,0.0,40.862,0.0,0.0,0.0
0.0,2.676171519724639,3.6651914291880923,0.0,2.0943951023931953,-20.431,0.0,0.0,0.0
0.0,2.676171519724639,3.6651914291880923,0.0,4.1887902047863905,-20.431,0.0,0.0,0.0
0.0,2.676171519724639,3.6651914291880923,0.0,6.283185307179586,40.862,0.0,0.0,0.0
0.0,2.676171519724639,3.6651914291880923,1.0471975511965976,0.0,20.431,0.0,0.0,0.0
0.0,2.676171519724639,3.6651914291880923,1.0471975511965976,2.0943951023931953,-10.216,0.0,0.0,0.0
0.0,2.676171519724639,3.6651914291880923,1.0471975511965976,4.1887902047863905,-10.216,0.0,0.0,0.0
0.0,2.676171519724639,3.6651914291880923,1.0471975511965976,6.283185307179586,20.431,0.0,0.0,0.0
0.0,2.676171519724639,3.6651914291880923,2.0943951023931953,0.0,-20.431,0.0,0.0,0.0
0.0,2.676171519724639,3.6651914291880923,2.0943951023931953,2.0943951023931953,10.216,0.0,0.0,0.0
0.0,2.676171519724639,3.6651914291880923,2.0943951023931953,4.1887902047863905,10.216,0.0,0.0,0.0
0.0,2.676171519724639,3.6651914291880923,2.0943951023931953,6.283185307179586,-20.431,0.0,0.0,0.0
0.0,2.676171519724639,3.6651914291880923,3.141592653589793,0.0,-40.862,0.0,0.0,0.0
0.0,2.676171519724639,3.6651914291880923,3.141592653589793,2.0943951023931953,20.431,0.0,0.0,0.0
0.0,2.676171519724639,3.6651914291880923,3.141592653589793,4.1887902047863905,20.431,0.0,0.0,0.0
0.0,2.676171519724639,3.6651914291880923,3.141592653589793,6.283185307179586,-40.862,0.0,0.0,0.0
0.0,4.014257279586958,0.0,0.0,0.0,-33.939,0.0,0.0,0.0
0.0,4.014257279586958,0.0,0.0,2.0943951023931953,16.97,0.0,0.0,0.0
0.0,4.014257279586958,0.0,0.0,4.1887902047863905,16.97,0.0,0.0,0.0
0.0,4.014257279586958,0.0,0.0,6.283185307179586,-33.939,0.0,0.0,0.0
0.0,4.014257279586958,0.0,1.0471975511965976,0.0,-16.97,0.0,0.0,0.0
0.0,4.014257279586958,0.0,1.0471975511965976,2.0943951023931953,8.485,0.0,0.0,0.0
0.0,4.014257279586958,0.0,1.0471975511965976,4.1887902047863905,8.485,0.0,0.0,0.0
0.0,4.014257279586958,0.0,1.0471975511965976,6.283185307179586,-16.97,0.0,0.0,0.0
0.0,4.014257279586958,0.0,2.0943951023931953,0.0,16.97,0.0,0.0,0.0
0.0,4.014257279586958,0.0,2.0943951023931953,2.0943951023931953,-8.485,0.0,0.0,0.0
0.0,4.014257279586958,0.0,2.0943951023931953,4.1887902047863905,-8.485,0.0,0.0,0.0
0.0,4.014257279586958,0.0,2.0943951023931953,6.283185307179586,16.97,0.0,0.0,0.0
0.0,4.014257279586958,0.0,3.141592653589793,0.0,33.939,0.0,0.0,0.0
0.0,4.014257279586958,0.0,3.141592653589793,2.0943951023931953,-16.97,0.0,0.0,0.0
0.0,4.014257279586958,0.0,3.141592653589793,4.1887902047863905,-16.97,0.0,0.0,0.0
0.0,4.014257279586958,0.0,3.141592653589793,6.283185307179586,33.939,0.0,0.0,0.0
0.0,4.014257279586958,1.2217304763960306,0.0,0.0,-11.608,0.0,0.0,0.0
0.0,4.014257279586958,1.2217304763960306,0.0,2.0943951023931953,5.804,0.0,0.0,0.0
0.0,4.014257279586958,1.2217304763960306,0.0,4.1887902047863905,5.804,0.0,0.0,0.0
0.0,4.014257279586958,1.2217304763960306,0.0,6.283185307179586,-11.608,0.0,0.0,0.0
0.0,4.014257279586958,1.2217304763960306,1.0471975511965976,0.0,-5.804,0.0,0.0,0.0
0.0,4.014257279586958,1.2217304763960306,1.0471975511965976,2.0943951023931953,2.902,0.0,0.0,0.0
0.0,4.014257279586958,1.2217304763960306,1.0471975511965976,4.1887902047863905,2.902,0.0,0.0,0.0
0.0,4.014257279586958,1.2217304763960306,1.0471975511965976,6.283185307179586,-5.804,0.0,0.0,0.0
0.0,4.014257279586958,1.2217304763960306,2.0943951023931953,0.0,5.804,0.0,0.0,0.0
0.0,4.014257279586958,1.2217304763960306,2.0943951023931953,2.0943951023931953,-2.902,0.0,0.0,0.0
0.0,4.014257279586958,1.2217304763960306,2.0943951023931953,4.1887902047863905,-2.902,0.0,0.0,0.0
0.0,4.014257279586958,1.2217304763960306,2.0943951023931953,6.283185307179586,5.804,0.0,0.0,0.0
0.0,4.014257279586958,1.2217304763960306,3.141592653589793,0.0,11.608,0.0,0.0,0.0
0.0,4.014257279586958,1.2217304763960306,3.141592653589793,2.0943951023931953,-5.804,0.0,0.0,0.0
0.0,4.014257279586958,1.2217304763960306,3.141592653589793,4.1887902047863905,-5.804,0.0,0.0,0.0
0.0,4.014257279586958,1.2217304763960306,3.141592653589793,6.283185307179586,11.608,0.0,0.0,0.0
0.0,4.014257279586958,2.443460952792061,0.0,0.0,25.999,0.0,0.0,0.0
0.0,4.014257279586958,2.443460952792061,0.0,2.0943951023931953,-12.999,0.0,0.0,0.0
0.0,4.014257279586958,2.443460952792061,0.0,4.1887902047863905,-12.999,0.0,0.0,0.0
0.0,4.014257279586958,2.443460952792061,0.0,6.283185307179586,25.999,0.0,0.0,0.0
0.0,4.014257279586958,2.443460952792061,1.0471975511965976,0.0,12.999,0.0,0.0,0.0
0.0,4.014257279586958,2.443460952792061,1.0471975511965976,2.0943951023931953,-6.5,0.0,0.0,0.0
0.0,4.014257279586958,2.443460952792061,1.0471975511965976,4.1887902047863905,-6.5,0.0,0.0,0.0
0.0,4.014257279586958,2.443460952792061,1.0471975511965976,6.283185307179586,12.999,0.0,0.0,0.0
0.0,4.014257279586958,2.443460952792061,2.0943951023931953,0.0,-12.999,0.0,0.0,0.0
0.0,4.014257279586958,2.443460952792061,2.0943951023931953,2.0943951023931953,6.5,0.0,0.0,0.0
0.0,4.014257279586958,2.443460952792061,2.0943951023931953,4.1887902047863905,6.5,0.0,0.0,0.0
0.0,4.014257279586958,2.443460952792061,2.0943951023931953,6.283185307179586,-12.999,0.0,0.0,0.0
0.0,4.014257279586958,2.443460952792061,3.141592653589793,0.0,-25.999,0.0,0.0,0.0
0.0,4.014257279586958,2.443460952792061,3.141592653589793,2.0943951023931953,12.999,0.0,0.0,0.0
0.0,4.014257279586958,2.443460952792061,3.141592653589793,4.1887902047863905,12.999,0.0,0.0,0.0
0.0,4.014257279586958,2.443460952792061,3.141592653589793,6.283185307179586,-25.999,0.0,0.0,0.0
0.0,4.014257279586958,3.6651914291880923,0.0,0.0,29.392,0.0,0.0,0.0
0.0,4.014257279586958,3.6651914291880923,0.0,2.0943951023931953,-14.696,0.0,0.0,0.0
0.0,4.014257279586958,3.6651914291880923,0.0,4.1887902047863905,-14.696,0.0,0.0,0.0
0.0,4.014257279586958,3.6651914291880923,0.0,6.283185307179586,29.392,0.0,0.0,0.0
0.0,4.014257279586958,3.6651914291880923,1.0471975511965976,0.0,14.696,0.0,0.0,0.0
0.0,4.014257279586958,3.6651914291880923,1.0471975511965976,2.0943951023931953,-7.348,0.0,0.0,0.0
0.0,4.014257279586958,3.6651914291880923,1.0471975511965976,4.1887902047863905,-7.348,0.0,0.0,0.0
0.0,4.014257279586958,3.6651914291880923,1.0471975511965976,6.283185307179586,14.696,0.0,0.0,0.0
0.0,4.014257279586958,3.6651914291880923,2.0943951023931953,0.0,-14.696,0.0,0.0,0.0
0.0,4.014257279586958,3.6651914291880923,2.0943951023931953,2.0943951023931953,7.348,0.0,0.0,0.0
0.0,4.014257279586958,3.6651914291880923,2.0943951023931953,4.1887902047863905,7.348,0.0,0.0,0.0
0.0,4.014257279586958,3.6651914291880923,2.0943951023931953,6.283185307179586,-14.696,0.0,0.0,0.0
0.0,4.014257279586958,3.6651914291880923,3.141592653589793,0.0,-29.392,0.0,0.0,0.0
0.0,4.014257279586958,3.6651914291880923,3.141592653589793,2.0943951023931953,14.696,0.0,0.0,0.0
0.0,4.014257279586958,3.6651914291880923,3.141592653589793,4.1887902047863905,14.696,0.0,0.0,0.0
0.0,4.014257279586958,3.6651914291880923,3.141592653589793,6.283185307179586,-29.392,0.0,0.0,0.0
2.0943951023931953,0.0,0.0,0.0,0.0,-26.4,0.0,0.0,0.0
2.0943951023931953,0.0,0.0,0.0,2.0943951023931953,13.2,0.0,0.0,0.0
2.0943951023931953,0.0,0.0,0.0,4.1887902047863905,13.2,0.0,0.0,0.0
2.0943951023931953,0.0,0.0,0.0,6.283185307179586,-26.4,0.0,0.0,0.0
2.0943951023931953,0.0,0.0,1.0471975511965976,0.0,-13.2,0.0,0.0,0.0
2.0943951023931953,0.0,0.0,1.0471975511965976,2.0943951023931953,6.6,0.0,0.0,0.0
2.0943951023931953,0.0,0.0,1.0471975511965976,4.1887902047863905,6.6,0.0,0.0,0.0
2.0943951023931953,0.0,0.0,1.0471975511965976,6.283185307179586,-13.2,0.0,0.0,0.0
2.0943951023931953,0.0,0.0,2.0943951023931953,0.0,13.2,0.0,0.0,0.0
2.0943951023931953,0.0,0.0,2.0943951023931953,2.0943951023931953,-6.6,0.0,0.0,0.0
2.0943951023931953,0.0,0.0,2.0943951023931953,4.1887902047863905,-6.6,0.0,0.0,0.0
2.0943951023931953,0.0,0.0,2.0943951023931953,6.283185307179586,13.2,0.0,0.0,0.0
2.0943951023931953,0.0,0.0,3.141592653589793,0.0,26.4,0.0,0.0,0.0
2.0943951023931953,0.0,0.0,3.141592653589793,2.0943951023931953,-13.2,0.0,0.0,0.0
2.0943951023931953,0.0,0.0,3.141592653589793,4.1887902047863905,-13.2,0.0,0.0,0.0
2.0943951023931953,0.0,0.0,3.141592653589793,6.283185307179586,26.4,0.0,0.0,0.0
2.0943951023931953,0.0,1.2217304763960306,0.0,0.0,-9.029,0.0,0.0,0.0
2.0943951023931953,0.0,1.2217304763960306,0.0,2.0943951023931953,4.515,0.0,0.0,0.0
2.0943951023931953,0.0,1.2217304763960306,0.0,4.1887902047863905,4.515,0.0,0.0,0.0
2.0943951023931953,0.0,1.2217304763960306,0.0,6.283185307179586,-9.029,0.0,0.0,0.0
